Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6,Blank-1x
PE(O-38:2),346362.8788,279926.3575,267137.3402,248367.1385,182583.6342,106895.188,289437.838,281305.1975,306783.5251,86978.3067,271837.6404,36029.88257
[TG(52:4)]_FA18:1,425105.4945,190208.7339,198468.8362,203043.5329,379099.2071,883247.4847,843072.965,593826.9738,812259.2266,485908.4694,814734.1982,20782.06145
[TG(54:7)]_FA20:4,484065.4899,222038.4369,222751.1354,264461.7941,382245.7754,961088.8225,923212.8643,722370.0318,953291.7894,533824.0764,947333.5272,21094.0016
PC(40:4),2684227.921,1922579.5,2088834.06,2087241.479,2498558.897,1138121.047,1987643.632,2324164.413,2094406.86,1436363.461,2013950.656,483245.8126
PE(O-36:2),322595.4615,254828.3777,260500.3562,252111.9346,187868.8308,110066.1876,285837.0206,288603.0254,306574.6196,66952.68512,271816.618,23714.76167
Cer(t18:0/16:0(2OH)),12557.1809,13664.70103,6927.280449,7552.760616,31874.30239,8192.680584,10100.90069,8726.48061,10622.18073,18067.00127,6908.560509,3632.020252
[TG(56:0)]_FA16:1,645227.9255,321006.5226,350183.5857,300695.8237,625743.645,1060222.908,1264878.956,1320171.326,1244714.74,696534.3888,1390481.362,17882.58133
PI(38:0) | PI(P-40:6)_2,247856.4815,347617.1096,303654.1783,134427.188,163730.4295,811798.3904,1020178.368,819315.1068,286972.1661,184368.8142,956203.4839,25985.68166
PS(38:8),760566.5645,598157.84,554082.8527,482529.5166,1023097.618,707647.3983,602912.6218,449454.6573,606868.4395,417126.1627,538436.9199,45748.10321
[TG(52:5)]_FA18:0,211714.715,107955.9275,114541.1289,101680.8077,219503.9353,427652.1259,491394.671,437164.0899,411574.5687,195260.6315,404624.0076,594619.1601
LPI(20:2) | PI(20:2),168909.3524,231737.2193,224590.2592,88263.04657,82590.88449,565831.6227,626406.8589,490634.0581,236890.1727,136203.99,674937.7114,22013.44151
PE(18:1),366590.7034,238426.4351,257774.2394,242192.1362,197811.1138,174724.4092,280807.5203,236349.7568,290209.4202,100492.608,254434.6351,31340.66187
PG(38:8),622357.6666,524425.1788,476373.7063,386710.9718,880847.201,625266.7327,492244.8116,368224.8207,496611.9569,389968.6289,421991.7864,47806.68359
PC(O-38:3),3645513.989,2608277.619,3013445.186,3192980.112,3375058.803,1872641.898,2398976.671,3103291.595,3163829.157,2188504.818,3003028.317,51530.90393
PE(38:5),257110.5999,180048.4536,203316.8155,209632.1923,126458.7892,108920.4875,202909.996,177920.3707,226672.635,79784.90475,224676.7572,25944.52213
[TG(56:2)]_FA18:2,921625.1452,434818.7908,395363.411,467567.7059,748355.8157,1336885.393,1912441.386,1559462.574,1689210.042,988737.9607,1719999.388,25449.98184
PE(36:1),456239.0107,343576.7612,348323.2091,344655.9844,215583.7153,189519.2565,368500.8029,344060.8635,385306.5839,140990.9093,348911.5874,30926.88239
PG(38:1),1316566.271,1049070.679,1081379.856,883168.3623,1985055.339,1469520.043,947531.2041,914344.8297,1009538.845,993157.436,706004.8068,50623.98358
SM(d16:1/24:1),3646954.028,2583615.664,2948525.837,3215050.504,3263452.854,1874106.569,2361350.914,3093134.005,3145140.938,2181711.564,2965916.257,40130.44275
PG(P-16:0),2187.720161,1595.080116,3206.400208,1778.360123,1820.400139,1872.220142,1870.880116,1795.080132,1803.80011,1679.000114,1684.740116,1575.200127
LPI(15:1) | PI(P-16:0)_2,370739.3113,413850.8704,463706.7935,244550.1019,256533.9397,1019971.952,1411164.796,1068037.52,684242.6605,448695.4329,1167218.763,46352.3232
PC(38:9),3792578.372,2659273.891,2992839.004,3333371.019,3480205.899,2026821.626,2413626.45,3178803.464,3297734.561,2293775.808,3097065.094,50150.62354
PC(O-38:2),3766209.146,2664028.61,3064764.157,3353377.242,3503793.622,2022909.328,2432692.744,3202782.108,3310650.025,2305075.044,3146893.271,47799.44324
SM(d16:1/24:0),3431258.73,2481887.175,2743241.632,2989679.205,3001563.625,1781875.594,2198572.054,2933048.28,2983246.845,2032733.518,2799535.586,37363.34271
[TG(52:5)]_FA18:2,320898.5397,159942.8712,164017.5123,171864.2117,294063.0189,688983.1094,621567.8512,472526.6543,652146.7363,372602.2838,625130.1305,22308.76166
PG(O-40:0),600430.8888,451003.2479,444683.5116,390067.3134,756949.8069,599869.7473,463227.9701,335089.6609,473571.4321,333074.8408,414106.7694,38899.14246
PC(36:1),3458773.389,2440883.941,2784136.642,3002911.619,3052689.865,1775146.549,2256260.33,2925789.408,2967670.862,2083379.742,2844242.701,37054.98245
PC(36:0) | PC(P-38:6)_2,3430921.311,2494065.697,2782308.347,2988999.276,3060797.551,1784862.679,2268368.522,2985974.91,3027397.998,2042477.412,2808058.166,38249.56262
[TG(56:1)]_FA18:1,957122.4373,443980.1534,425259.4664,468950.1334,778252.9308,1369630.7,1970990.143,1602142.533,1718812.541,982965.7512,1736059.337,26557.30176
PI(40:1),118668.9088,161892.6494,159708.2307,63434.68285,101800.6077,403992.562,417098.6271,411731.309,201368.8329,91946.745,480220.0167,13946.52087
LPI(15:1) | PI(P-16:0),395723.9151,416947.6647,440706.0439,255201.382,251559.0938,988897.3417,1384878.286,1062813.211,706661.7295,461185.6715,1156969.883,53372.0031
PE(O-38:4),203368.5743,160801.5508,162881.4512,150322.2303,102196.2281,72623.06529,168729.2897,161933.8307,185421.2298,60341.84485,178526.9349,23192.76175
LPI(14:1),8187.780605,9557.620659,6157.800335,6421.540401,8723.640625,5372.500305,5199.700428,4906.440357,4261.080296,11350.70079,5362.380432,1611.620113
SM(d18:0/22:0),3441236.823,2470053.374,2771117.046,3045936.243,3084386.741,1817973.9,2303608.661,2978109.632,3057672.901,2066887.923,2860055.467,36162.06247
[TG(54:2)]_FA20:0,336455.7668,166981.8556,165936.5536,182991.315,296094.0417,662543.7766,681772.5958,542906.9935,684772.926,353378.7455,593150.2448,21502.30136
PC(36:0) | PC(P-38:6),3483401.209,2524662.723,2843254.486,3043034.17,3123570.218,1921693.786,2287431.024,3007776.407,3089833.833,2073502.972,2943602.68,38662.34271
PC(O-38:4),3576936.435,2534165.816,2905697.077,3077411.043,3270282.648,1852220.011,2368107.866,3130023.977,3161845.645,2173020.846,2932625.252,53607.26337
PC(36:2),3400504.621,2452131.739,2750756.867,2978012.5,3069940.621,1834729.287,2241661.063,2952643.052,3006861.665,2056238.825,2850627.634,38160.10229
PC(O-38:1),4098414.594,2841556.59,3254579.063,3521433.571,3680776.901,2154436.896,2632855.116,3475246.694,3534966.968,2518966.212,3378639.214,48770.76355
LPG(15:1),2401.140167,1937.320126,2826.880173,1902.100136,2032.380135,1880.840137,2115.280148,1816.520119,1863.640137,1830.340126,1871.42012,1553.920113
PE(36:8),289548.2825,214005.1978,209113.6934,202982.3945,134043.3908,98856.16666,256835.8544,224978.156,252105.1974,63805.40454,232671.2765,24435.8418
PG(40:7),618818.9193,452209.4269,462337.382,393128.1864,797244.4564,614965.1453,484493.8975,356051.6013,494831.6426,353264.4657,429741.8533,36716.14273
PC(O-38:6),3475024.157,2452388.039,2852053.938,3054472.169,3112635.723,1856849.97,2313052.194,3069052.135,3115453.172,2094073.534,2880506.104,49349.96326
PC(38:8),3998839.354,2871507.821,3223362.777,3497315.089,3625005.245,2127056.151,2639989.5,3489807.782,3500032.611,2507057.135,3347052.605,52666.08325
PE(P-40:7),369853.002,306033.3441,287249.459,263757.2196,205757.5945,189117.1955,308465.2037,276650.6643,331139.204,114897.0479,313884.0608,28712.14214
LPI(20:2) | PI(20:2)_2,142264.3121,248063.0186,222566.5575,96885.02744,76432.10681,565282.3837,626456.9962,487208.6753,224606.6172,88051.36454,670317.7487,19932.74124
PC(O-38:5),3503022.241,2531736.235,2796622.143,3089806.756,3155785.361,1880200.439,2364484.885,3113512.264,3153277.127,2134473.603,2872146.169,53992.12372
PE(O-36:1),282033.943,203548.9539,208085.5332,196795.8132,110288.9471,93856.86757,237677.0364,224025.9344,242104.4371,62340.30362,226401.7557,25630.18196
PE(O-38:3),229938.0596,179190.8527,177279.6729,164231.2115,125563.5684,81189.12572,194381.5709,198193.4529,213838.8362,59691.40401,196763.5968,23176.92172
PG(42:9),258402.9762,188533.5109,293327.1392,194283.7128,293931.2401,239619.1764,209712.5935,152144.5507,221415.3146,221389.1949,200331.0739,34404.86261
PE(O-38:1),408240.9681,335087.3252,292720.0219,276135.0809,190429.9948,135490.6511,331956.7178,321486.8451,349200.4657,144532.2311,316586.4438,34595.82263
FA(15:0),905970.5747,627171.2274,870962.4802,1332622.878,775351.4599,861028.9951,669375.4311,793726.1093,780912.275,836918.801,806232.1558,440589.4131
[TG(52:2)]_FA20:0,327665.4396,179374.2315,138983.9682,145334.4302,290814.6166,612907.0946,628073.1662,464009.4554,617655.3961,317984.4625,588806.5063,54082.54413
PE(O-38:5),204394.6564,148757.528,159841.0108,154947.39,95843.10622,64279.28397,174378.4305,159634.2909,177307.275,69327.52527,184118.6525,24169.16154
FA(18:3),1054323.395,331446.5623,11148.08078,7947.860527,1023084.571,1181207.419,923763.8223,842808.4569,1425976.256,942956.4274,873343.3417,231365.0361
PI(O-42:4),99253.82476,133640.6498,142648.8503,63711.52371,127487.7496,387887.8647,398802.3885,359452.8242,181412.5535,123422.8881,331785.4401,11832.28093
PI(38:0) | PI(P-40:6),111339.9685,289797.2783,265440.9391,120381.2671,232509.9168,676464.6105,807440.2068,637716.5339,271895.741,155571.9294,764361.5746,18848.3613
[TG(52:2)]_FA18:1,545008.3538,303832.4172,307163.6615,336131.5221,635366.0417,2501393.991,771083.1541,764760.2946,1059173.444,499529.3789,829826.8574,75429.28577
PE(34:1),261587.2993,193245.1924,199917.6174,196481.454,92760.88623,116999.7275,225800.7349,191367.5126,240761.7573,49734.06354,232934.7769,22903.04149
PE(38:9),337527.7449,276852.1764,261229.1781,249949.4164,175804.4341,98131.72635,304460.3593,291255.901,311569.2642,128301.847,277360.0813,32160.34232
PE(O-36:3),314222.819,256735.0144,232237.1562,231574.7552,98446.60575,90574.66591,283722.9592,263682.3334,293917.4574,59563.48412,278039.4987,23271.92154
FA(18:4),403199.9313,134691.2697,12029.66095,14256.48098,3136273.732,2894270.998,405599.8459,285829.5192,5712751.577,372092.9292,323099.704,127843.5893
[TG(56:0)]_FA18:0,1096197.14,538287.2204,522923.0193,550984.5406,1006168.931,1683608.039,2245856.105,1813889.047,1928081.651,1158131.282,2023516.058,20488.06126
[TG(56:6)]_FA20:4,610029.8427,338749.5623,306738.9572,330288.8823,622791.3423,2229434.127,993825.66,827109.645,1077113.433,556888.0947,879044.6833,101703.3669
FA(20:4),7955.160545,56761.78407,433803.5305,226100.456,7976.120564,7961.700527,411807.7266,7953.760567,557748.5873,7944.300537,7940.780579,7981.20063
PE(O-36:5),179407.3536,137801.9487,135432.8901,134902.0518,73362.42639,64025.88466,150480.5302,139985.4695,163211.4894,44768.58331,176356.1532,21102.14127
[TG(54:4)]_FA18:2,511173.7725,280164.0995,286587.2811,294846.683,591454.1875,2370535.384,751359.7977,664869.6697,936684.2498,434964.5515,708849.5505,120682.8279
PG(36:1),1676014.529,1039830.149,1339650.064,957114.1597,2875756.461,2580734.988,901841.126,656482.5078,1167048.323,1510657.986,989411.6919,67118.16467
PC(32:5),2074187.296,1457627.757,1627915.805,1796689.854,1787694.014,672532.8724,1529845.148,1928915.404,2001238.846,1349291.898,1769673.626,29176.38205
[TG(54:5)]_FA16:0,1038142.782,464059.3792,631511.574,578033.1282,976994.5863,762217.3347,566979.1629,519464.0862,687541.5687,500463.022,784746.3306,16950.20128
[TG(58:3)]_FA18:2,353687.2863,192103.8335,195160.3552,192502.2132,349663.8234,577207.9849,679473.184,666396.4151,691203.8707,379289.7661,722333.4565,19453.0415
PG(32:5),143779.8892,106311.868,99202.22778,88439.4447,150115.9116,173842.4122,162519.9095,133159.7681,174171.6314,127339.0884,1005826.838,37450.04248
[TG(54:6)]_FA16:1,1005318.553,457671.0166,600742.5986,558784.7631,947372.3681,746637.6741,543265.2347,522765.7276,649334.9963,495664.8359,760631.1132,18040.50134
[TG(58:2)]_FA18:1,365977.585,198411.6115,204837.2341,202876.3533,361066.2072,607608.7018,709311.4481,698238.8903,712578.0958,389939.7046,735842.8122,17866.00125
PI(32:3),42923.62302,110269.329,97659.26645,42604.8833,51589.46401,283672.7406,238976.6752,190919.1314,64447.90479,51349.70294,281723.9185,19602.88149
[TG(58:1)]_FA18:0,435516.2945,229873.7729,251778.8765,217886.7545,470504.8696,772329.3668,832522.8793,829971.9472,817528.5674,468442.8258,873593.5086,15912.40131
FA(24:1),2184860.6,887879.4108,1258499.477,1111165.355,1712541.97,4626266.682,3656874.827,2848870.587,3930768.587,2104956.054,3616836.888,195754.5337
[TG(50:3)]_FA18:1,442731.2323,242853.5175,200111.035,201532.8149,436049.4913,1105002.468,620666.3218,577718.5909,882465.7767,399448.1888,788303.0099,31017.76202
[TG(52:1)]_FA18:0,494377.1719,266598.74,277879.1941,275205.1222,568332.8816,1961015.34,718983.7563,666039.0693,915453.668,449951.7501,743934.6786,57357.94403
PE(O-38:0),325857.7628,266002.8776,233552.5938,217590.8764,196454.5934,148926.5318,285894.4995,280701.3613,311395.4446,85269.64569,293026.6558,36585.00185
[TG(54:5)]_FA20:4,403475.9225,230535.2355,220422.837,241267.8392,410292.7869,1371771.621,654150.3412,552820.3202,782582.0764,375331.8505,623107.6886,88578.46674
[TG(54:7)]_FA18:0,523913.2621,230187.7952,237442.3799,256703.4201,487487.0215,966160.9317,810673.1,671004.913,940176.3083,574045.4933,897015.1364,21220.98151
LPI(20:0) | PI(20:0)_2,97374.4873,296464.2277,294683.0333,154291.4874,85573.96616,588849.6539,671196.4097,614589.1882,234559.4978,86286.8259,847091.7694,20217.66133
[TG(56:0)]_FA20:0,1188471.25,612965.1244,643354.9694,824331.1058,1053048.858,1880596.564,2316077.63,2106918.739,2283845.478,1340015.235,2475508.112,72748.76453
[TG(52:3)]_FA18:2,426975.5103,264698.2191,248815.0767,289620.8831,502551.2899,1894608.511,608057.3374,613730.7241,871526.0172,380592.8669,658222.2139,101066.0265
FA(17:0),1991620.535,1509075.459,2006468.709,1823057.408,1576281.363,1723266.928,1301265.309,1631409.143,1738138.168,1883272.519,1395032.683,741267.4526
[TG(54:8)]_FA18:1,596626.3002,265741.1,290796.3199,325443.7582,572165.9617,1140091.296,947215.4222,800329.1445,1123700.344,680982.6565,1029316.774,30049.74231
CE(18:2) | zymosteryl oleate | 16:1 Stigmasteryl ester | 16:2 Sitosteryl ester,1412019.929,1818041.715,1913767.179,2045730.32,1340631.036,4486515.671,4957211.195,4495567.135,5061750.217,1706795.089,5980968.522,40885.68293
PE(38:6),291954.1646,221169.4343,208541.7339,218967.7726,131043.7487,122128.2901,253125.2772,233025.8982,280192.0381,83949.74655,268749.5607,27466.72192
PE(O-36:4),239476.2363,205059.1777,169430.3528,166525.4722,101102.6671,61697.96489,228008.436,216053.4761,236725.2557,58216.52415,222617.3156,26653.90202
[TG(60:9)]_FA20:4,473860.6037,252566.0169,211488.3356,217652.7146,456310.8321,654111.2423,1027600.505,883385.6127,747567.7726,450277.4788,702934.5789,24504.10182
[TG(56:2)]_FA20:4,219671.9913,108421.6683,111776.9669,115195.5857,212277.5769,383271.8889,420835.7914,365576.0248,407185.308,194992.3158,390158.7466,19540.42137
[TG(48:2)]_FA18:1,565950.5378,283938.1596,234215.177,221823.1335,491166.0193,1155495.583,700976.6896,651308.1229,989179.7036,479713.4985,1015523.077,18222.22109
CE(18:3) | 16:2 Stigmasteryl ester | 16:3 Sitosteryl ester,1487454.153,1898086.685,1974806.772,2155256.82,1401191.834,4648458.17,5227865.072,4683383.762,5225475.065,1783487.885,6189341.367,40236.00278
PI(30:3),51319.0236,109444.928,100171.1482,41155.24356,51084.62339,277982.0551,243580.819,185508.0546,60061.82473,56158.94469,269478.9976,12583.82089
16:3 Stigmasteryl ester,1596471.519,1871276.931,1975534.305,2136728.207,1438264.219,4722541.475,5191223.558,4720311.005,5171141.995,1801859.526,6217856.199,39270.86263
LPE(13:0),1859.700123,2454.040169,1710.740112,1905.880135,1559.960091,1489.640106,1808.240124,1680.200119,1945.460125,1948.320137,1705.24012,1663.800114
LPI(22:2) | PI(22:2)_2,56207.98331,124999.6666,113481.3269,30632.32233,52914.88387,261094.1974,275738.0443,223971.4535,58803.26431,51337.9641,289564.0624,17545.82105
[TG(50:2)]_FA18:0,412707.8065,216137.3158,189766.937,181720.5929,406663.2867,951440.5933,567046.3201,527737.3624,775435.08,361162.3491,710925.3693,28638.22186
16:3 Campesteryl ester,1020041.362,1272210.582,1307131.527,1416996.383,845048.8053,2809078.303,3370828.851,3015819.776,3274823.366,1153624.774,4504572.306,36631.20252
[TG(54:4)]_FA16:0,3269927.564,1402938.297,1877812.425,1660170.157,3196828.137,2706782.707,1483503.206,1629206.929,2069376.279,1643903.005,2706810.945,21789.66142
[TG(54:5)]_FA16:1,3148739.742,1390944.842,1842007.302,1635280.074,3067141.962,2615144.077,1423293.15,1609023.469,2050477.365,1598547.257,2619669.397,21799.42148
[TG(54:0)]_FA16:0,935662.5991,464132.9095,445291.3276,448718.7349,888425.7295,1328671.696,1831126.669,1470323.498,1537707.435,957391.0729,1600621.871,25203.76199
16:0 Campesteryl ester | CE(17:0)_2,1176163.062,1469178.775,1518491.79,1644389.422,937086.4713,3319410.498,3887920.992,3513842.35,3810893.785,1329058.019,4999381.965,37469.84255
[TG(60:5)]_FA20:0,439475.9062,247884.9365,197442.829,197448.8562,439223.8697,617266.7227,971545.1656,808135.4799,704765.3746,419890.1057,636524.2713,24093.66176
PG(36:2),822021.4733,579981.7275,623406.3416,540636.5941,1067802.037,1016107.599,622054.6636,441200.2716,694525.8079,589368.583,589480.1793,49047.80377
PI(O-34:1) | PI(P-34:0),84016.82513,382594.9257,306717.6639,119194.1705,137298.7704,865062.2417,659880.2336,733299.8247,124806.169,183457.2104,618000.4036,32186.68198
PE(38:2),288611.8983,222774.5963,221488.6774,217411.1364,156576.209,106896.287,278155.3381,277017.9412,290469.8774,87442.72679,255702.0358,26715.56167
PS(32:5),166286.4918,135171.9088,112067.8071,105133.9668,179065.9112,200014.3128,199652.7136,156444.6912,203236.5543,136944.2509,1127701.024,37987.5827
CE(17:1) | 16:1 Campesteryl ester_2,940190.6243,1305326.805,1305489.963,1477233.751,905470.4191,2880691.789,3399653.365,3071671.46,3304714.734,1146936.439,4518410.383,36382.36252
PI(42:3),149151.0518,139561.7316,176184.8291,73503.04576,294713.7784,387416.4024,415242.4917,328334.9067,278035.18,124594.8899,839276.3891,34692.74309
16:2 Campesteryl ester,1024153.896,1307736.837,1334771.551,1435602.71,918590.6849,2881798.135,3417545.924,3071638.707,3307019.252,1178049.591,4564289.039,37548.18246
PI(32:4),33564.66235,95113.32507,88444.72601,28673.90189,39458.28276,204580.5539,205466.0713,175101.2515,42650.50305,47005.52382,195589.0739,12070.38084
[TG(48:1)]_FA18:0,542719.3671,280511.7409,231409.957,212152.8756,495200.8328,1112321.772,700358.5771,607270.5606,939285.0958,465198.0576,966161.8423,19568.48143
[TG(54:3)]_FA20:0,377349.0786,180627.7325,170858.1572,186960.9372,305411.7211,614715.1844,649784.5213,510687.3964,637306.9753,366131.3893,559286.6376,19756.48158
[TG(50:1)]_FA18:0,492448.017,284676.6577,301266.5426,346225.7218,543884.5637,1272495.035,938313.9629,884328.896,973976.6787,566529.4958,834111.2352,57626.36493
PG(O-38:4),296369.6417,230580.8343,218137.2136,187248.0551,320503.1256,284187.3378,241325.457,192589.7135,262577.1793,189454.6132,224389.4937,39066.32294
PS(O-42:4),349358.5646,261757.3538,242592.2729,234677.3769,371340.7725,326560.8658,290418.9604,244455.4749,297134.7166,198601.0344,280270.7354,35148.58276
